date,family,sales
2013-09-20,BEVERAGES,1047.0
2013-09-20,BEVERAGES,684.0
2013-09-20,BEVERAGES,0.0
2013-09-20,BEVERAGES,2925.0
2013-09-20,BEVERAGES,298.0
2013-09-20,BEVERAGES,883.0
2013-09-20,BEVERAGES,245.0
2013-09-20,BEVERAGES,396.0
2013-09-20,BEVERAGES,1885.0
2013-09-20,BEVERAGES,355.0
2013-09-20,BEVERAGES,1095.0
2013-09-20,BEVERAGES,878.0
2013-09-20,BEVERAGES,624.0
2013-09-20,BEVERAGES,622.0
2013-09-20,BEVERAGES,841.0
2013-09-20,BEVERAGES,494.0
2013-09-20,BEVERAGES,535.0
2013-09-20,BEVERAGES,0.0
2013-09-20,BEVERAGES,1043.0
2013-09-20,BEVERAGES,3551.0
2013-09-20,BEVERAGES,2667.0
2013-09-20,BEVERAGES,1584.0
2013-09-20,BEVERAGES,2442.0
2013-09-20,BEVERAGES,1370.0
2013-09-20,BEVERAGES,2126.0
2013-09-20,BEVERAGES,609.0
2013-09-20,BEVERAGES,1129.0
2013-09-20,BEVERAGES,2395.0
2013-09-20,BEVERAGES,0.0
2013-09-20,BEVERAGES,0.0
2013-09-20,BEVERAGES,239.0
2013-09-20,BEVERAGES,1222.0
2013-09-20,BEVERAGES,1744.0
2013-09-20,BEVERAGES,1781.0
2013-09-20,BEVERAGES,969.0
2013-09-21,BEVERAGES,1034.0
2013-09-21,BEVERAGES,684.0
2013-09-21,BEVERAGES,2779.0
2013-09-21,BEVERAGES,1227.0
2013-09-21,BEVERAGES,1316.0
2013-09-21,BEVERAGES,640.0
2013-09-21,BEVERAGES,1000.0
2013-09-21,BEVERAGES,755.0
2013-09-21,BEVERAGES,1822.0
2013-09-21,BEVERAGES,1325.0
2013-09-21,BEVERAGES,1793.0
2013-09-21,BEVERAGES,1747.0
2013-09-21,BEVERAGES,0.0
2013-09-21,BEVERAGES,0.0
2013-09-21,BEVERAGES,0.0
2013-09-21,BEVERAGES,670.0
2013-09-21,BEVERAGES,2144.0
2013-09-21,BEVERAGES,934.0
2013-09-21,BEVERAGES,579.0
2013-09-21,BEVERAGES,1730.0
2013-09-21,BEVERAGES,1178.0
2013-09-21,BEVERAGES,0.0
2013-09-21,BEVERAGES,5477.0
2013-09-21,BEVERAGES,558.0
2013-09-21,BEVERAGES,796.0
2013-09-21,BEVERAGES,290.0
2013-09-21,BEVERAGES,881.0
2013-09-21,BEVERAGES,2115.0
2013-09-21,BEVERAGES,396.0
2013-09-21,BEVERAGES,801.0
2013-09-21,BEVERAGES,1176.0
2013-09-21,BEVERAGES,1113.0
2013-09-21,BEVERAGES,1293.0
2013-09-21,BEVERAGES,1068.0
2013-09-21,BEVERAGES,727.0
2013-09-21,BEVERAGES,766.0
2013-09-21,BEVERAGES,0.0
2013-09-21,BEVERAGES,1831.0
2013-09-21,BEVERAGES,6474.0
2013-09-21,BEVERAGES,4218.0
2013-09-21,BEVERAGES,3677.0
2013-09-21,BEVERAGES,4737.0
2013-09-21,BEVERAGES,2713.0
2013-09-21,BEVERAGES,3350.0
2013-09-21,BEVERAGES,1036.0
2013-09-21,BEVERAGES,2291.0
2013-09-21,BEVERAGES,3944.0
2013-09-21,BEVERAGES,0.0
2013-09-21,BEVERAGES,0.0
2013-09-21,BEVERAGES,654.0
2013-09-21,BEVERAGES,2292.0
2013-09-21,BEVERAGES,2091.0
2013-09-21,BEVERAGES,3055.0
2013-09-21,BEVERAGES,2497.0
2013-09-22,BEVERAGES,469.0
2013-09-22,BEVERAGES,850.0
2013-09-22,BEVERAGES,2752.0
2013-09-22,BEVERAGES,1287.0
2013-09-22,BEVERAGES,926.0
2013-09-22,BEVERAGES,508.0
2013-09-22,BEVERAGES,925.0
2013-09-22,BEVERAGES,892.0
2013-09-22,BEVERAGES,1662.0
2013-09-22,BEVERAGES,1197.0
2013-09-22,BEVERAGES,1142.0
2013-09-22,BEVERAGES,2082.0
2013-09-22,BEVERAGES,0.0
2013-09-22,BEVERAGES,0.0
2013-09-22,BEVERAGES,0.0
2013-09-22,BEVERAGES,923.0
2013-09-22,BEVERAGES,2316.0
2013-09-22,BEVERAGES,497.0
2013-09-22,BEVERAGES,706.0
2013-09-22,BEVERAGES,2808.0
2013-09-22,BEVERAGES,2160.0
2013-09-22,BEVERAGES,0.0
2013-09-22,BEVERAGES,5476.0
2013-09-22,BEVERAGES,515.0
2013-09-22,BEVERAGES,1287.0
2013-09-22,BEVERAGES,371.0
2013-09-22,BEVERAGES,828.0
2013-09-22,BEVERAGES,1817.0
2013-09-22,BEVERAGES,453.0
2013-09-22,BEVERAGES,917.0
2013-09-22,BEVERAGES,1033.0
2013-09-22,BEVERAGES,1277.0
2013-09-22,BEVERAGES,1401.0
2013-09-22,BEVERAGES,1665.0
2013-09-22,BEVERAGES,657.0
2013-09-22,BEVERAGES,948.0
2013-09-22,BEVERAGES,0.0
2013-09-22,BEVERAGES,1751.0
2013-09-22,BEVERAGES,6620.0
2013-09-22,BEVERAGES,5211.0
2013-09-22,BEVERAGES,4278.0
2013-09-22,BEVERAGES,5567.0
2013-09-22,BEVERAGES,3807.0
2013-09-22,BEVERAGES,3834.0
2013-09-22,BEVERAGES,1126.0
2013-09-22,BEVERAGES,2499.0
2013-09-22,BEVERAGES,3517.0
2013-09-22,BEVERAGES,0.0
2013-09-22,BEVERAGES,0.0
2013-09-22,BEVERAGES,668.0
2013-09-22,BEVERAGES,2642.0
2013-09-22,BEVERAGES,2280.0
2013-09-22,BEVERAGES,3523.0
2013-09-22,BEVERAGES,2465.0
2013-09-23,BEVERAGES,968.0
2013-09-23,BEVERAGES,497.0
2013-09-23,BEVERAGES,2704.0
2013-09-23,BEVERAGES,859.0
2013-09-23,BEVERAGES,642.0
2013-09-23,BEVERAGES,517.0
2013-09-23,BEVERAGES,931.0
2013-09-23,BEVERAGES,655.0
2013-09-23,BEVERAGES,1254.0
2013-09-23,BEVERAGES,1016.0
2013-09-23,BEVERAGES,1104.0
2013-09-23,BEVERAGES,1250.0
2013-09-23,BEVERAGES,0.0
2013-09-23,BEVERAGES,0.0
2013-09-23,BEVERAGES,0.0
2013-09-23,BEVERAGES,592.0
2013-09-23,BEVERAGES,1866.0
2013-09-23,BEVERAGES,671.0
2013-09-23,BEVERAGES,474.0
2013-09-23,BEVERAGES,1321.0
2013-09-23,BEVERAGES,987.0
2013-09-23,BEVERAGES,0.0
2013-09-23,BEVERAGES,3373.0
2013-09-23,BEVERAGES,508.0
2013-09-23,BEVERAGES,800.0
2013-09-23,BEVERAGES,167.0
2013-09-23,BEVERAGES,595.0
2013-09-23,BEVERAGES,1186.0
2013-09-23,BEVERAGES,397.0
2013-09-23,BEVERAGES,657.0
2013-09-23,BEVERAGES,796.0
2013-09-23,BEVERAGES,564.0
2013-09-23,BEVERAGES,679.0
2013-09-23,BEVERAGES,1073.0
2013-09-23,BEVERAGES,513.0
2013-09-23,BEVERAGES,421.0
2013-09-23,BEVERAGES,0.0
2013-09-23,BEVERAGES,1371.0
2013-09-23,BEVERAGES,3731.0
2013-09-23,BEVERAGES,2566.0
2013-09-23,BEVERAGES,1980.0
2013-09-23,BEVERAGES,2963.0
2013-09-23,BEVERAGES,1566.0
2013-09-23,BEVERAGES,1871.0
2013-09-23,BEVERAGES,829.0
2013-09-23,BEVERAGES,1370.0
2013-09-23,BEVERAGES,2807.0
2013-09-23,BEVERAGES,0.0
2013-09-23,BEVERAGES,0.0
2013-09-23,BEVERAGES,677.0
2013-09-23,BEVERAGES,1413.0
2013-09-23,BEVERAGES,2074.0
2013-09-23,BEVERAGES,1894.0
2013-09-23,BEVERAGES,1578.0
2013-09-24,BEVERAGES,896.0
2013-09-24,BEVERAGES,517.0
2013-09-24,BEVERAGES,2460.0
2013-09-24,BEVERAGES,567.0
2013-09-24,BEVERAGES,538.0
2013-09-24,BEVERAGES,353.0
2013-09-24,BEVERAGES,794.0
2013-09-24,BEVERAGES,578.0
2013-09-24,BEVERAGES,1328.0
2013-09-24,BEVERAGES,805.0
2013-09-24,BEVERAGES,1052.0
2013-09-24,BEVERAGES,1045.0
2013-09-24,BEVERAGES,0.0
2013-09-24,BEVERAGES,0.0
2013-09-24,BEVERAGES,0.0
2013-09-24,BEVERAGES,510.0
2013-09-24,BEVERAGES,1427.0
2013-09-24,BEVERAGES,353.0
2013-09-24,BEVERAGES,375.0
2013-09-24,BEVERAGES,897.0
2013-09-24,BEVERAGES,782.0
2013-09-24,BEVERAGES,0.0
2013-09-24,BEVERAGES,2872.0
2013-09-24,BEVERAGES,453.0
2013-09-24,BEVERAGES,547.0
2013-09-24,BEVERAGES,343.0
2013-09-24,BEVERAGES,713.0
2013-09-24,BEVERAGES,1008.0
2013-09-24,BEVERAGES,410.0
2013-09-24,BEVERAGES,307.0
2013-09-24,BEVERAGES,679.0
2013-09-24,BEVERAGES,434.0
2013-09-24,BEVERAGES,610.0
2013-09-24,BEVERAGES,876.0
2013-09-24,BEVERAGES,435.0
2013-09-24,BEVERAGES,546.0
2013-09-24,BEVERAGES,0.0
2013-09-24,BEVERAGES,1343.0
2013-09-24,BEVERAGES,2858.0
2013-09-24,BEVERAGES,2028.0
2013-09-24,BEVERAGES,1551.0
2013-09-24,BEVERAGES,2039.0
2013-09-24,BEVERAGES,1008.0
2013-09-24,BEVERAGES,1710.0
2013-09-24,BEVERAGES,558.0
2013-09-24,BEVERAGES,989.0
2013-09-24,BEVERAGES,1838.0
2013-09-24,BEVERAGES,0.0
2013-09-24,BEVERAGES,0.0
2013-09-24,BEVERAGES,386.0
2013-09-24,BEVERAGES,1111.0
2013-09-24,BEVERAGES,1682.0
2013-09-24,BEVERAGES,1518.0
2013-09-24,BEVERAGES,1186.0
2013-09-25,BEVERAGES,1058.0
2013-09-25,BEVERAGES,297.0
2013-09-25,BEVERAGES,2132.0
2013-09-25,BEVERAGES,624.0
2013-09-25,BEVERAGES,784.0
2013-09-25,BEVERAGES,343.0
2013-09-25,BEVERAGES,829.0
2013-09-25,BEVERAGES,374.0
2013-09-25,BEVERAGES,920.0
2013-09-25,BEVERAGES,678.0
2013-09-25,BEVERAGES,1055.0
2013-09-25,BEVERAGES,1391.0
2013-09-25,BEVERAGES,0.0
2013-09-25,BEVERAGES,0.0
2013-09-25,BEVERAGES,0.0
2013-09-25,BEVERAGES,575.0
2013-09-25,BEVERAGES,1634.0
2013-09-25,BEVERAGES,464.0
2013-09-25,BEVERAGES,340.0
2013-09-25,BEVERAGES,1147.0
2013-09-25,BEVERAGES,474.0
2013-09-25,BEVERAGES,0.0
2013-09-25,BEVERAGES,3213.0
2013-09-25,BEVERAGES,286.0
2013-09-25,BEVERAGES,680.0
2013-09-25,BEVERAGES,275.0
2013-09-25,BEVERAGES,705.0
2013-09-25,BEVERAGES,1086.0
2013-09-25,BEVERAGES,353.0
2013-09-25,BEVERAGES,443.0
2013-09-25,BEVERAGES,860.0
2013-09-25,BEVERAGES,532.0
2013-09-25,BEVERAGES,540.0
2013-09-25,BEVERAGES,904.0
2013-09-25,BEVERAGES,438.0
2013-09-25,BEVERAGES,502.0
2013-09-25,BEVERAGES,0.0
2013-09-25,BEVERAGES,2004.0
2013-09-25,BEVERAGES,3953.0
2013-09-25,BEVERAGES,2480.0
2013-09-25,BEVERAGES,1612.0
2013-09-25,BEVERAGES,2148.0
2013-09-25,BEVERAGES,1104.0
2013-09-25,BEVERAGES,1794.0
2013-09-25,BEVERAGES,647.0
2013-09-25,BEVERAGES,1308.0
2013-09-25,BEVERAGES,2559.0
2013-09-25,BEVERAGES,0.0
2013-09-25,BEVERAGES,0.0
2013-09-25,BEVERAGES,671.0
2013-09-25,BEVERAGES,1358.0
2013-09-25,BEVERAGES,2066.0
2013-09-25,BEVERAGES,1961.0
2013-09-25,BEVERAGES,1026.0
2013-09-26,BEVERAGES,1104.0
2013-09-26,BEVERAGES,384.0
2013-09-26,BEVERAGES,2752.0
2013-09-26,BEVERAGES,518.0
2013-09-26,BEVERAGES,673.0
2013-09-26,BEVERAGES,306.0
2013-09-26,BEVERAGES,594.0
2013-09-26,BEVERAGES,429.0
2013-09-26,BEVERAGES,1303.0
2013-09-26,BEVERAGES,740.0
2013-09-26,BEVERAGES,769.0
2013-09-26,BEVERAGES,1075.0
2013-09-26,BEVERAGES,0.0
2013-09-26,BEVERAGES,0.0
2013-09-26,BEVERAGES,0.0
2013-09-26,BEVERAGES,482.0
2013-09-26,BEVERAGES,1304.0
2013-09-26,BEVERAGES,554.0
2013-09-26,BEVERAGES,285.0
2013-09-26,BEVERAGES,1149.0
2013-09-26,BEVERAGES,607.0
2013-09-26,BEVERAGES,0.0
2013-09-26,BEVERAGES,2686.0
2013-09-26,BEVERAGES,355.0
2013-09-26,BEVERAGES,613.0
2013-09-26,BEVERAGES,244.0
2013-09-26,BEVERAGES,558.0
2013-09-26,BEVERAGES,872.0
2013-09-26,BEVERAGES,274.0
2013-09-26,BEVERAGES,349.0
2013-09-26,BEVERAGES,695.0
2013-09-26,BEVERAGES,463.0
2013-09-26,BEVERAGES,745.0
2013-09-26,BEVERAGES,797.0
2013-09-26,BEVERAGES,361.0
2013-09-26,BEVERAGES,321.0
2013-09-26,BEVERAGES,0.0
2013-09-26,BEVERAGES,1465.0
2013-09-26,BEVERAGES,2976.0
2013-09-26,BEVERAGES,1728.0
2013-09-26,BEVERAGES,1107.0
2013-09-26,BEVERAGES,1700.0
2013-09-26,BEVERAGES,954.0
2013-09-26,BEVERAGES,1723.0
2013-09-26,BEVERAGES,599.0
2013-09-26,BEVERAGES,889.0
2013-09-26,BEVERAGES,1838.0
2013-09-26,BEVERAGES,0.0
2013-09-26,BEVERAGES,0.0
2013-09-26,BEVERAGES,481.0
2013-09-26,BEVERAGES,1111.0
2013-09-26,BEVERAGES,1805.0
2013-09-26,BEVERAGES,1685.0
2013-09-26,BEVERAGES,1111.0
2013-09-27,BEVERAGES,1025.0
2013-09-27,BEVERAGES,526.0
2013-09-27,BEVERAGES,2180.0
2013-09-27,BEVERAGES,680.0
2013-09-27,BEVERAGES,721.0
2013-09-27,BEVERAGES,358.0
2013-09-27,BEVERAGES,593.0
2013-09-27,BEVERAGES,441.0
2013-09-27,BEVERAGES,1063.0
2013-09-27,BEVERAGES,655.0
2013-09-27,BEVERAGES,1054.0
2013-09-27,BEVERAGES,1193.0
2013-09-27,BEVERAGES,0.0
2013-09-27,BEVERAGES,0.0
2013-09-27,BEVERAGES,0.0
2013-09-27,BEVERAGES,678.0
2013-09-27,BEVERAGES,1649.0
2013-09-27,BEVERAGES,706.0
2013-09-27,BEVERAGES,333.0
2013-09-27,BEVERAGES,1052.0
2013-09-27,BEVERAGES,497.0
2013-09-27,BEVERAGES,0.0
2013-09-27,BEVERAGES,3081.0
2013-09-27,BEVERAGES,474.0
2013-09-27,BEVERAGES,770.0
2013-09-27,BEVERAGES,274.0
2013-09-27,BEVERAGES,521.0
2013-09-27,BEVERAGES,1511.0
2013-09-27,BEVERAGES,361.0
2013-09-27,BEVERAGES,490.0
2013-09-27,BEVERAGES,925.0
2013-09-27,BEVERAGES,691.0
2013-09-27,BEVERAGES,622.0
2013-09-27,BEVERAGES,801.0
2013-09-27,BEVERAGES,490.0
2013-09-27,BEVERAGES,405.0
2013-09-27,BEVERAGES,0.0
2013-09-27,BEVERAGES,1894.0
2013-09-27,BEVERAGES,3371.0
2013-09-27,BEVERAGES,2671.0
2013-09-27,BEVERAGES,1806.0
2013-09-27,BEVERAGES,2635.0
2013-09-27,BEVERAGES,1266.0
2013-09-27,BEVERAGES,2219.0
2013-09-27,BEVERAGES,662.0
2013-09-27,BEVERAGES,1137.0
2013-09-27,BEVERAGES,2583.0
2013-09-27,BEVERAGES,0.0
2013-09-27,BEVERAGES,0.0
2013-09-27,BEVERAGES,345.0
2013-09-27,BEVERAGES,1285.0
2013-09-27,BEVERAGES,2015.0
2013-09-27,BEVERAGES,1880.0
2013-09-27,BEVERAGES,1248.0
2013-09-28,BEVERAGES,1048.0
2013-09-28,BEVERAGES,672.0
2013-09-28,BEVERAGES,2493.0
2013-09-28,BEVERAGES,1274.0
2013-09-28,BEVERAGES,1117.0
2013-09-28,BEVERAGES,624.0
2013-09-28,BEVERAGES,873.0
2013-09-28,BEVERAGES,727.0
2013-09-28,BEVERAGES,2035.0
2013-09-28,BEVERAGES,1038.0
2013-09-28,BEVERAGES,1930.0
2013-09-28,BEVERAGES,1880.0
2013-09-28,BEVERAGES,0.0
2013-09-28,BEVERAGES,0.0
2013-09-28,BEVERAGES,0.0
2013-09-28,BEVERAGES,786.0
2013-09-28,BEVERAGES,2326.0
2013-09-28,BEVERAGES,1219.0
2013-09-28,BEVERAGES,488.0
2013-09-28,BEVERAGES,1446.0
2013-09-28,BEVERAGES,922.0
2013-09-28,BEVERAGES,0.0
2013-09-28,BEVERAGES,5105.0
2013-09-28,BEVERAGES,434.0
2013-09-28,BEVERAGES,882.0
2013-09-28,BEVERAGES,276.0
2013-09-28,BEVERAGES,603.0
2013-09-28,BEVERAGES,1383.0
2013-09-28,BEVERAGES,398.0
2013-09-28,BEVERAGES,645.0
2013-09-28,BEVERAGES,1364.0
2013-09-28,BEVERAGES,1319.0
2013-09-28,BEVERAGES,1161.0
2013-09-28,BEVERAGES,1284.0
2013-09-28,BEVERAGES,450.0
2013-09-28,BEVERAGES,699.0
2013-09-28,BEVERAGES,0.0
2013-09-28,BEVERAGES,1969.0
2013-09-28,BEVERAGES,5960.0
2013-09-28,BEVERAGES,4479.0
2013-09-28,BEVERAGES,3797.0
2013-09-28,BEVERAGES,4496.0
2013-09-28,BEVERAGES,2875.0
2013-09-28,BEVERAGES,3278.0
2013-09-28,BEVERAGES,966.0
2013-09-28,BEVERAGES,2020.0
2013-09-28,BEVERAGES,3053.0
2013-09-28,BEVERAGES,0.0
2013-09-28,BEVERAGES,0.0
2013-09-28,BEVERAGES,666.0
2013-09-28,BEVERAGES,2135.0
2013-09-28,BEVERAGES,2317.0
2013-09-28,BEVERAGES,2860.0
2013-09-28,BEVERAGES,1911.0
2013-09-29,BEVERAGES,470.0
2013-09-29,BEVERAGES,676.0
2013-09-29,BEVERAGES,3129.0
2013-09-29,BEVERAGES,983.0
2013-09-29,BEVERAGES,696.0
2013-09-29,BEVERAGES,464.0
2013-09-29,BEVERAGES,677.0
2013-09-29,BEVERAGES,692.0
2013-09-29,BEVERAGES,1409.0
2013-09-29,BEVERAGES,1201.0
2013-09-29,BEVERAGES,1299.0
2013-09-29,BEVERAGES,2213.0
2013-09-29,BEVERAGES,0.0
2013-09-29,BEVERAGES,0.0
2013-09-29,BEVERAGES,0.0
2013-09-29,BEVERAGES,921.0
2013-09-29,BEVERAGES,1628.0
2013-09-29,BEVERAGES,554.0
2013-09-29,BEVERAGES,610.0
2013-09-29,BEVERAGES,1359.0
2013-09-29,BEVERAGES,1030.0
2013-09-29,BEVERAGES,0.0
2013-09-29,BEVERAGES,5776.0
2013-09-29,BEVERAGES,363.0
2013-09-29,BEVERAGES,725.0
2013-09-29,BEVERAGES,247.0
2013-09-29,BEVERAGES,665.0
2013-09-29,BEVERAGES,1531.0
2013-09-29,BEVERAGES,565.0
2013-09-29,BEVERAGES,831.0
2013-09-29,BEVERAGES,882.0
2013-09-29,BEVERAGES,1180.0
2013-09-29,BEVERAGES,1124.0
2013-09-29,BEVERAGES,1803.0
2013-09-29,BEVERAGES,463.0
2013-09-29,BEVERAGES,871.0
2013-09-29,BEVERAGES,0.0
2013-09-29,BEVERAGES,1483.0
2013-09-29,BEVERAGES,7345.0
2013-09-29,BEVERAGES,5425.0
2013-09-29,BEVERAGES,4645.0
2013-09-29,BEVERAGES,5637.0
2013-09-29,BEVERAGES,3344.0
2013-09-29,BEVERAGES,3920.0
2013-09-29,BEVERAGES,880.0
2013-09-29,BEVERAGES,2346.0
2013-09-29,BEVERAGES,2954.0
2013-09-29,BEVERAGES,0.0
2013-09-29,BEVERAGES,0.0
2013-09-29,BEVERAGES,787.0
2013-09-29,BEVERAGES,2610.0
2013-09-29,BEVERAGES,2204.0
2013-09-29,BEVERAGES,3103.0
2013-09-29,BEVERAGES,2466.0
2013-09-30,BEVERAGES,1001.0
2013-09-30,BEVERAGES,484.0
2013-09-30,BEVERAGES,2381.0
2013-09-30,BEVERAGES,792.0
2013-09-30,BEVERAGES,568.0
2013-09-30,BEVERAGES,342.0
2013-09-30,BEVERAGES,629.0
2013-09-30,BEVERAGES,607.0
2013-09-30,BEVERAGES,877.0
2013-09-30,BEVERAGES,746.0
2013-09-30,BEVERAGES,792.0
2013-09-30,BEVERAGES,953.0
2013-09-30,BEVERAGES,0.0
2013-09-30,BEVERAGES,0.0
2013-09-30,BEVERAGES,0.0
2013-09-30,BEVERAGES,559.0
2013-09-30,BEVERAGES,1496.0
2013-09-30,BEVERAGES,525.0
2013-09-30,BEVERAGES,419.0
2013-09-30,BEVERAGES,951.0
2013-09-30,BEVERAGES,835.0
2013-09-30,BEVERAGES,0.0
2013-09-30,BEVERAGES,3131.0
2013-09-30,BEVERAGES,344.0
2013-09-30,BEVERAGES,502.0
2013-09-30,BEVERAGES,189.0
2013-09-30,BEVERAGES,643.0
2013-09-30,BEVERAGES,1221.0
2013-09-30,BEVERAGES,430.0
2013-09-30,BEVERAGES,366.0
2013-09-30,BEVERAGES,908.0
2013-09-30,BEVERAGES,566.0
2013-09-30,BEVERAGES,645.0
2013-09-30,BEVERAGES,804.0
2013-09-30,BEVERAGES,472.0
2013-09-30,BEVERAGES,404.0
2013-09-30,BEVERAGES,0.0
2013-09-30,BEVERAGES,1361.0
2013-09-30,BEVERAGES,3333.0
2013-09-30,BEVERAGES,2397.0
2013-09-30,BEVERAGES,1800.0
2013-09-30,BEVERAGES,2419.0
2013-09-30,BEVERAGES,1423.0
2013-09-30,BEVERAGES,1944.0
2013-09-30,BEVERAGES,565.0
2013-09-30,BEVERAGES,1105.0
2013-09-30,BEVERAGES,2009.0
2013-09-30,BEVERAGES,0.0
2013-09-30,BEVERAGES,0.0
2013-09-30,BEVERAGES,470.0
2013-09-30,BEVERAGES,1043.0
2013-09-30,BEVERAGES,1631.0
2013-09-30,BEVERAGES,1697.0
2013-09-30,BEVERAGES,1343.0
2013-10-01,BEVERAGES,947.0
2013-10-01,BEVERAGES,597.0
2013-10-01,BEVERAGES,2704.0
2013-10-01,BEVERAGES,1120.0
2013-10-01,BEVERAGES,899.0
2013-10-01,BEVERAGES,428.0
2013-10-01,BEVERAGES,837.0
2013-10-01,BEVERAGES,682.0
2013-10-01,BEVERAGES,1575.0
2013-10-01,BEVERAGES,985.0
2013-10-01,BEVERAGES,951.0
2013-10-01,BEVERAGES,1373.0
2013-10-01,BEVERAGES,0.0
2013-10-01,BEVERAGES,0.0
2013-10-01,BEVERAGES,0.0
2013-10-01,BEVERAGES,614.0
2013-10-01,BEVERAGES,1277.0
2013-10-01,BEVERAGES,744.0
2013-10-01,BEVERAGES,625.0
2013-10-01,BEVERAGES,891.0
2013-10-01,BEVERAGES,861.0
2013-10-01,BEVERAGES,0.0
2013-10-01,BEVERAGES,3330.0
2013-10-01,BEVERAGES,320.0
2013-10-01,BEVERAGES,870.0
2013-10-01,BEVERAGES,227.0
2013-10-01,BEVERAGES,673.0
2013-10-01,BEVERAGES,1231.0
2013-10-01,BEVERAGES,343.0
2013-10-01,BEVERAGES,714.0
2013-10-01,BEVERAGES,939.0
2013-10-01,BEVERAGES,735.0
2013-10-01,BEVERAGES,816.0
2013-10-01,BEVERAGES,1174.0
2013-10-01,BEVERAGES,544.0
2013-10-01,BEVERAGES,460.0
2013-10-01,BEVERAGES,0.0
2013-10-01,BEVERAGES,1193.0
2013-10-01,BEVERAGES,3759.0
2013-10-01,BEVERAGES,3093.0
2013-10-01,BEVERAGES,2136.0
2013-10-01,BEVERAGES,3387.0
2013-10-01,BEVERAGES,1585.0
2013-10-01,BEVERAGES,2279.0
2013-10-01,BEVERAGES,657.0
2013-10-01,BEVERAGES,1443.0
2013-10-01,BEVERAGES,2133.0
2013-10-01,BEVERAGES,0.0
2013-10-01,BEVERAGES,0.0
2013-10-01,BEVERAGES,458.0
2013-10-01,BEVERAGES,1546.0
2013-10-01,BEVERAGES,2169.0
2013-10-01,BEVERAGES,2223.0
2013-10-01,BEVERAGES,1774.0
2013-10-02,BEVERAGES,1285.0
2013-10-02,BEVERAGES,637.0
2013-10-02,BEVERAGES,3143.0
2013-10-02,BEVERAGES,821.0
2013-10-02,BEVERAGES,1054.0
2013-10-02,BEVERAGES,509.0
2013-10-02,BEVERAGES,656.0
2013-10-02,BEVERAGES,521.0
2013-10-02,BEVERAGES,1048.0
2013-10-02,BEVERAGES,784.0
2013-10-02,BEVERAGES,1012.0
2013-10-02,BEVERAGES,1470.0
2013-10-02,BEVERAGES,0.0
2013-10-02,BEVERAGES,0.0
2013-10-02,BEVERAGES,0.0
2013-10-02,BEVERAGES,414.0
2013-10-02,BEVERAGES,1515.0
2013-10-02,BEVERAGES,569.0
2013-10-02,BEVERAGES,282.0
2013-10-02,BEVERAGES,1137.0
2013-10-02,BEVERAGES,605.0
2013-10-02,BEVERAGES,0.0
2013-10-02,BEVERAGES,3583.0
2013-10-02,BEVERAGES,287.0
2013-10-02,BEVERAGES,556.0
2013-10-02,BEVERAGES,187.0
2013-10-02,BEVERAGES,474.0
2013-10-02,BEVERAGES,1162.0
2013-10-02,BEVERAGES,382.0
2013-10-02,BEVERAGES,456.0
2013-10-02,BEVERAGES,1189.0
2013-10-02,BEVERAGES,724.0
2013-10-02,BEVERAGES,858.0
2013-10-02,BEVERAGES,1003.0
2013-10-02,BEVERAGES,286.0
2013-10-02,BEVERAGES,665.0
2013-10-02,BEVERAGES,0.0
2013-10-02,BEVERAGES,1763.0
2013-10-02,BEVERAGES,4382.0
2013-10-02,BEVERAGES,2858.0
2013-10-02,BEVERAGES,2171.0
2013-10-02,BEVERAGES,3216.0
2013-10-02,BEVERAGES,1851.0
2013-10-02,BEVERAGES,2241.0
2013-10-02,BEVERAGES,761.0
2013-10-02,BEVERAGES,1339.0
2013-10-02,BEVERAGES,2052.0
2013-10-02,BEVERAGES,0.0
2013-10-02,BEVERAGES,0.0
2013-10-02,BEVERAGES,314.0
2013-10-02,BEVERAGES,1595.0
2013-10-02,BEVERAGES,2383.0
2013-10-02,BEVERAGES,2090.0
2013-10-02,BEVERAGES,1399.0
2013-10-03,BEVERAGES,842.0
2013-10-03,BEVERAGES,432.0
2013-10-03,BEVERAGES,2770.0
2013-10-03,BEVERAGES,1187.0
2013-10-03,BEVERAGES,1070.0
2013-10-03,BEVERAGES,403.0
2013-10-03,BEVERAGES,725.0
2013-10-03,BEVERAGES,528.0
2013-10-03,BEVERAGES,1199.0
2013-10-03,BEVERAGES,798.0
2013-10-03,BEVERAGES,1093.0
2013-10-03,BEVERAGES,1214.0
2013-10-03,BEVERAGES,0.0
2013-10-03,BEVERAGES,0.0
2013-10-03,BEVERAGES,0.0
2013-10-03,BEVERAGES,611.0
2013-10-03,BEVERAGES,1585.0
2013-10-03,BEVERAGES,663.0
2013-10-03,BEVERAGES,221.0
2013-10-03,BEVERAGES,800.0
2013-10-03,BEVERAGES,874.0
2013-10-03,BEVERAGES,0.0
2013-10-03,BEVERAGES,2867.0
2013-10-03,BEVERAGES,301.0
2013-10-03,BEVERAGES,524.0
2013-10-03,BEVERAGES,148.0
2013-10-03,BEVERAGES,592.0
2013-10-03,BEVERAGES,1676.0
2013-10-03,BEVERAGES,288.0
2013-10-03,BEVERAGES,421.0
2013-10-03,BEVERAGES,844.0
2013-10-03,BEVERAGES,601.0
2013-10-03,BEVERAGES,817.0
2013-10-03,BEVERAGES,939.0
2013-10-03,BEVERAGES,447.0
2013-10-03,BEVERAGES,450.0
2013-10-03,BEVERAGES,0.0
